#OTU ID,16SNODNA,16SPCRNC,16SPOST05801,16SPOST05802,16SPOST05803,16SPOST05804,16SPOST05805,16SPOST05806,16SPOST05807,16SPOST05808,16SPOST05809,16SPOST05810,16SPOST05811,16SPOST05812,16SPOST60101,16SPOST60102,16SPOST60103,16SPOST60104,16SPOST60105,16SPOST60106,16SPOST60107,16SPOST60108,16SPOST60109,16SPOST60110,16SPOST60111,16SPOST60112,16SPOST60301,16SPOST60302,16SPOST60303,16SPOST60304,16SPOST60305,16SPOST60306,16SPOST60307,16SPOST60308,16SPOST60309,16SPOST60310,16SPOST60311,16SPOST60312,16SPRE05801,16SPRE05802,16SPRE05803,16SPRE05804,16SPRE05805,16SPRE05806,16SPRE05807,16SPRE05808,16SPRE05809,16SPRE05810,16SPRE05811,16SPRE05812,16SPRE60101,16SPRE60102,16SPRE60103,16SPRE60104,16SPRE60105,16SPRE60106,16SPRE60107,16SPRE60108,16SPRE60109,16SPRE60110,16SPRE60111,16SPRE60112,16SPRE60301,16SPRE60302,16SPRE60303,16SPRE60304,16SPRE60305,16SPRE60306,16SPRE60307,16SPRE60308,16SPRE60309,16SPRE60310,16SPRE60311,16SPRE60312,Consensus Lineage
Otu144,2,0,157,599,154,232,113,450,166,208,451,231,26,311,0,0,21,0,2,1,0,0,1,1,0,1,12,161,0,3,0,0,0,12,31,12,0,0,313,145,120,183,3,231,31,83,74,118,22,135,17,0,11,1,4,4,2,3,0,0,2,0,82,75,48,19,34,24,2,13,28,116,35,54,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu16772,1,0,1,0,0,0,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,1,1,0,1,0,1,1,0,17,7,3,1,2,1,2,0,0,0,3,1,0,0,0,1,1,3,3,0,0,18,2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu1137,2,0,99,19,6,7,19,18,18,4,11,10,164,15,1,9,7,0,15,47,1,2,4,0,9,15,7,12,0,5,0,0,0,0,0,0,0,0,38,16,2,32,17,1,2,15,7,19,16,1,37,0,13,38,15,19,37,4,8,16,35,102,30,40,21,34,18,45,24,22,15,33,51,1,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu2386,1,0,18,14,1,1,2,4,7,1,1,11,9,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,8,10,1,2,5,0,3,4,5,0,2,4,0,0,0,0,1,1,0,0,0,3,0,3,9,9,11,4,1,0,1,2,4,11,4,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__
Otu3915,1,0,248,245,39,128,85,120,114,108,129,102,178,83,6,10,35,3,63,75,0,37,20,0,10,48,30,16,11,7,0,0,0,0,37,0,0,0,247,551,55,137,44,245,122,204,107,135,150,194,1,4,16,18,80,50,34,84,69,20,36,32,93,82,112,102,53,55,16,23,77,112,52,112,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Ellin6067; f__; g__; s__
Otu1335,2,0,9,32,1,0,6,2,12,4,2,1,9,5,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,5,0,1,4,3,6,9,3,0,3,1,1,0,3,2,12,8,13,22,6,4,1,11,30,2,0,28,4,5,13,12,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu14169,1,0,8,15,13,3,0,0,7,0,5,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,4,0,0,2,17,6,10,0,1,26,0,1,17,3,1,0,0,0,0,0,0,0,1,1,0,0,0,7,4,5,5,0,0,0,0,3,6,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae; g__; s__
Otu311,3,38,232,16,16,0,0,1,0,8,11,0,3,1,2,15,8,80,82,24,50,11,2,3,8,1,167,6,44,10,58,7,26,26,25,9,80,23,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__; s__
Otu2160,3,0,8,1,5,1,2,3,7,4,6,2,5,4,1,15,2,6,10,8,0,4,14,7,2,6,6,2,0,2,0,2,0,0,0,0,0,0,2,3,2,0,0,3,3,0,5,5,1,4,10,0,8,10,15,11,13,16,13,4,16,5,4,2,4,3,0,0,3,1,2,5,12,4,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
Otu93,1,0,476,548,241,93,192,247,268,205,179,180,247,252,16,70,64,9,109,146,2,77,121,27,53,60,23,48,4,14,2,5,1,0,44,37,0,1,354,507,121,291,167,329,264,241,277,225,184,312,210,60,180,235,433,189,237,423,400,314,426,319,277,179,227,451,188,221,237,135,113,371,549,78,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium; s__
Otu32,2,0,141,89,40,53,65,58,36,48,66,41,104,64,57,288,397,155,467,541,4,313,532,85,224,353,208,116,20,60,16,21,1,0,170,18,1,4,68,124,37,32,16,85,25,20,23,77,59,82,243,10,232,367,585,355,298,410,237,190,428,211,265,203,269,210,156,160,194,213,222,279,367,112,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__
Otu819,2,0,74,40,43,10,41,13,58,52,31,14,41,111,1,2,28,22,19,14,0,37,4,6,20,3,4,3,13,15,188,8,94,0,4,7,37,0,10,31,12,11,38,6,3,5,16,12,25,30,2,1,5,16,0,9,1,16,3,14,12,15,11,19,11,9,10,7,20,10,42,18,59,2,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Amycolatopsis; s__
Otu17998,3,0,4,8,19,13,2,12,2,0,16,5,1,28,2,2,15,3,9,29,0,5,18,0,1,0,8,27,69,4,0,0,0,0,11,12,8,0,18,17,17,24,1,7,4,2,0,3,6,35,6,0,9,3,20,17,4,3,0,9,14,1,42,21,39,1,6,28,0,11,22,30,23,18,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
Otu1986,1,0,1,3,0,0,3,1,3,1,0,6,1,1,1,2,1,0,0,5,0,0,5,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,3,5,1,1,1,0,1,2,1,1,2,1,7,1,2,4,11,0,13,12,2,7,3,4,12,8,11,13,4,0,12,7,5,5,9,0,k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales; f__EB1017; g__; s__
Otu22,3,0,557,884,864,459,351,444,463,210,472,292,174,333,22,50,262,37,310,145,4,77,156,26,95,48,279,402,2935,90,257,99,13,51,371,1380,23,11,716,410,485,201,108,467,333,251,316,331,180,313,261,10,257,80,254,266,66,63,56,372,382,87,658,452,413,152,228,232,93,402,398,411,702,94,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__
Otu374,2,0,165,163,73,125,58,263,41,116,307,135,101,162,0,2,16,0,2,6,0,0,2,0,0,2,13,71,0,20,2,0,0,0,40,14,0,0,137,260,94,28,7,151,36,99,39,77,45,91,3,0,2,3,1,12,1,1,0,0,2,2,72,63,55,13,14,51,8,15,48,72,84,20,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu1284,1,0,3,17,8,2,1,3,12,8,6,4,2,2,7,26,27,5,40,43,0,24,34,29,15,22,2,11,0,0,2,4,0,0,11,3,0,0,4,7,9,0,1,7,3,8,0,2,0,4,53,0,50,22,69,19,25,33,14,16,33,22,15,18,9,6,18,11,51,19,11,37,52,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia; s__
Otu2117,1,0,10,19,14,4,32,32,6,1,14,2,7,3,5,24,24,0,12,14,0,87,17,6,31,96,27,43,0,43,1,0,0,0,12,26,0,0,12,20,11,5,3,37,5,13,6,7,2,4,11,0,13,5,13,12,9,11,1,23,5,23,63,37,78,26,10,8,64,14,22,49,124,12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__; s__
Otu2816,1,0,25,14,2,5,6,19,7,20,24,18,11,16,0,4,0,0,13,5,0,2,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,21,49,6,26,3,28,24,41,20,30,17,16,4,2,1,11,12,8,5,3,4,4,6,8,13,12,5,2,5,0,2,3,3,2,10,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Sinobacteraceae; g__; s__
Otu8043,1,0,0,0,0,0,0,0,2,3,2,2,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,2,0,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__; s__
Otu2363,1,0,6,6,3,6,5,5,3,2,3,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,7,0,1,8,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,1,0,0,2,1,1,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__; s__
Otu1810,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,13,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dietziaceae
Otu12335,0,1,59,13,4,4,49,10,16,0,0,8,32,14,0,0,2,0,0,0,0,4,0,2,0,1,5,3,0,5,0,0,0,0,0,0,0,0,76,67,12,27,24,27,10,9,5,10,48,8,8,2,15,14,13,17,37,44,9,36,49,96,61,32,106,105,15,15,59,28,67,31,95,8,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__
Otu5321,0,24,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,4,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,12,0,0,1,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
Otu80,0,3,1700,418,71,51,75,123,186,129,125,55,317,226,4,7,41,16,37,33,1,42,29,0,18,41,12,25,0,38,13,319,1,0,3,0,0,0,146,163,15,167,65,16,150,432,109,109,408,67,34,12,41,36,63,61,84,119,105,111,201,279,69,41,148,249,122,23,289,145,94,163,204,47,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
Otu2215,0,1,6,1,1,1,4,1,0,4,2,2,3,4,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,2,3,2,5,2,1,3,0,0,12,9,2,4,6,3,3,7,2,6,5,3,10,4,0,5,0,0,0,5,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
Otu14291,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Pontibacter; s__
Otu11627,0,2,44,37,18,10,45,25,36,31,22,31,35,22,1,8,16,6,17,23,0,36,40,6,10,28,3,4,0,11,5,2,0,2,0,0,0,0,42,34,11,16,18,20,22,43,42,20,25,31,18,13,33,30,41,61,38,47,32,22,72,53,102,57,78,136,17,23,125,62,75,59,203,19,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu794,0,1,75,84,16,6,17,29,42,32,8,4,7,16,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,10,19,12,10,4,16,25,12,14,16,6,2,5,10,11,2,6,13,6,8,9,6,4,8,6,34,6,1,19,3,4,11,17,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu1639,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,4,1,9,4,8,1,4,7,4,4,2,6,7,0,4,2,0,4,1,1,0,24,6,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Cloacibacterium; s__
Otu2312,0,1,1,1,0,0,0,8,0,13,3,5,0,3,0,2,9,0,8,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,6,10,0,1,2,17,2,15,3,10,0,8,7,0,35,10,5,20,15,2,1,2,31,16,7,10,3,1,6,11,4,3,8,14,46,0,k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__FAC88; f__; g__; s__
Otu18,0,1,449,363,105,308,329,330,173,111,239,293,373,149,68,173,122,43,470,486,1,128,341,66,84,67,249,225,26,56,21,15,0,0,134,40,0,1,852,1115,547,444,253,626,289,446,320,481,435,447,895,114,730,1178,1105,892,1377,1354,1037,898,1117,576,1226,1099,1353,416,374,381,381,788,969,1410,1938,699,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
Otu6347,0,1,38,68,8,3,0,4,25,7,4,11,2,7,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,3,2,1,3,5,5,4,8,4,3,1,3,1,0,0,0,1,2,15,8,7,3,0,6,1,0,3,0,0,0,2,0,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu51,0,1,19,39,7,1,40,32,7,20,159,57,121,33,5,32,25,44,118,106,0,87,72,120,15,100,167,237,14,67,4,41,0,0,83,24,0,0,3,55,51,1,31,17,0,15,1,110,3,47,94,5,82,202,197,241,280,184,104,88,184,379,638,900,487,406,344,1371,665,775,410,875,860,393,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__
Otu385,0,0,73,115,35,27,26,69,39,21,45,18,17,23,1,0,4,0,6,1,0,0,1,0,0,0,1,9,0,2,0,1,0,0,1,9,0,0,47,17,35,13,12,37,19,13,17,31,11,13,1,1,3,1,1,7,3,2,6,5,3,1,19,34,40,23,6,24,29,13,9,33,58,0,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu251,0,0,191,172,12,10,19,35,169,62,15,11,179,2,0,0,33,0,2,1,0,5,9,0,0,1,10,4,0,6,0,0,0,0,0,0,0,0,95,38,11,59,3,1,19,3,52,48,17,2,1,0,6,7,3,27,16,5,9,40,69,72,274,21,19,23,4,0,86,4,17,22,58,2,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu231,0,0,29,44,16,23,8,18,46,57,12,34,25,13,0,20,6,0,21,12,0,1,14,2,4,0,0,17,0,1,0,0,0,0,0,4,0,0,14,5,19,10,48,7,16,43,101,48,6,12,24,157,13,19,13,15,20,23,15,33,14,71,15,19,3,7,39,48,8,41,11,118,105,0,k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__; s__
Otu684,0,0,34,64,16,29,1,19,20,44,49,52,36,40,0,0,4,0,2,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2,0,0,0,60,78,3,37,9,30,15,30,22,19,16,26,4,0,2,5,11,2,0,0,0,3,0,1,5,3,1,2,1,18,0,3,2,4,9,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
Otu14,0,0,716,690,563,397,709,775,487,444,457,754,376,409,90,645,455,232,615,694,2,533,725,282,561,514,314,604,71,122,76,93,3,37,281,434,3,0,916,846,662,292,754,628,271,689,384,573,211,556,682,808,881,896,1061,816,828,722,491,666,1140,1032,1089,1439,529,513,419,1333,1231,1023,700,2073,2774,701,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu9275,0,0,50,52,4,28,9,32,9,9,13,21,25,17,2,7,5,0,18,16,0,3,20,1,0,2,8,9,0,3,4,2,0,0,1,6,0,0,32,55,19,18,4,34,6,4,5,9,30,8,12,1,19,15,26,25,14,5,22,18,14,11,29,36,18,16,8,7,6,9,37,37,42,4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu1097,0,0,13,31,8,13,13,17,11,27,14,9,12,18,2,4,6,0,2,7,0,0,11,12,2,9,4,3,0,9,0,0,0,0,0,2,0,0,33,20,14,13,0,18,13,9,20,13,5,10,4,1,13,21,11,6,18,15,7,17,9,12,13,12,7,14,16,8,2,4,5,46,46,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu605,0,0,172,215,52,75,33,72,99,154,88,77,58,82,0,0,20,0,0,0,0,0,6,1,2,5,0,0,0,0,0,0,0,0,10,17,0,0,155,131,24,82,77,133,66,167,72,64,65,102,4,43,12,11,19,14,11,10,12,14,28,25,24,12,36,67,14,34,10,2,10,35,76,11,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Ellin506; s__
Otu4021,0,0,2,6,2,4,0,7,6,7,5,3,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,6,4,0,0,4,1,0,2,1,4,9,0,0,2,0,0,4,4,1,1,0,0,0,2,2,6,0,0,7,0,1,4,3,3,0,k__Bacteria; p__Verrucomicrobia; c__[Pedosphaerae]; o__[Pedosphaerales]; f__; g__; s__
Otu2541,0,0,18,13,2,12,0,6,14,7,4,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,5,12,1,16,8,3,5,3,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__SBR1031; f__oc28; g__; s__
Otu23,0,0,595,713,647,324,537,466,299,174,295,216,191,244,56,303,384,194,434,429,39,296,456,209,261,268,468,402,1791,242,121,111,0,103,553,533,36,43,762,831,607,407,217,890,386,225,182,465,309,429,352,24,376,390,767,312,350,391,240,417,658,195,859,744,1645,702,419,376,1022,664,661,845,1594,189,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__
Otu554,0,0,193,147,24,161,229,90,16,91,113,154,102,59,7,65,31,1,158,140,0,15,53,7,4,32,186,268,49,27,22,49,1,14,227,42,13,207,118,251,51,81,216,151,19,134,24,75,81,50,77,0,30,61,85,137,100,52,42,36,74,109,284,417,109,66,126,382,120,209,68,563,361,251,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Syntrophobacterales; f__Syntrophobacteraceae; g__; s__
Otu132,0,0,431,154,35,145,86,111,60,51,64,109,217,95,32,106,105,3,325,266,8,61,260,73,13,78,72,152,31,31,11,7,0,0,23,8,1,1,164,297,58,103,36,194,45,64,50,70,189,87,231,4,174,282,245,297,397,440,597,236,254,166,438,336,331,165,153,130,237,212,220,412,266,183,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu1251,0,0,34,18,0,14,1,15,3,0,1,0,37,11,0,0,1,0,1,0,0,0,1,0,0,0,3,12,0,0,0,0,0,0,1,0,0,0,17,32,6,9,0,50,1,0,16,2,22,16,0,0,0,0,0,2,1,0,1,0,0,0,23,9,18,3,2,0,0,4,11,14,1,25,k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__KD8-87; f__; g__; s__
Otu3935,0,0,51,11,0,3,2,11,8,12,1,1,4,8,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3,2,3,16,7,10,5,3,13,5,3,1,0,0,0,4,3,1,0,0,0,3,3,15,3,4,15,10,2,3,0,2,3,1,5,0,k__Bacteria; p__Acidobacteria; c__[Chloracidobacteria]; o__RB41; f__; g__; s__
Otu12533,0,0,50,33,43,32,13,14,37,15,82,56,24,68,1,5,24,0,40,14,0,8,59,5,14,10,38,163,0,6,6,6,0,0,17,8,0,0,56,76,57,19,22,57,128,31,29,54,24,64,27,9,102,36,75,123,46,78,81,42,81,35,207,151,44,93,51,123,44,75,99,288,222,71,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Rhodoplanes; s__
Otu61,0,0,549,666,461,86,374,267,315,89,111,93,246,118,75,74,265,1553,349,145,303,443,144,1081,437,353,494,90,1008,544,2211,268,22,156,259,127,153,14,455,187,271,301,163,242,164,77,192,194,97,159,52,18,54,50,133,41,77,87,50,94,234,176,242,145,371,235,117,80,166,72,62,170,258,53,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__
Otu544,0,0,85,46,6,4,3,11,23,3,22,9,27,21,0,3,4,0,0,8,0,0,8,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,27,67,2,21,3,7,12,2,43,9,26,11,14,7,14,4,33,19,11,17,7,7,22,5,10,22,17,85,37,1,5,18,10,26,7,0,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__
Otu131,0,0,74,15,0,7,21,18,12,2,9,7,19,15,3,33,25,0,33,32,0,10,91,0,8,20,48,22,0,16,0,2,0,0,6,1,0,0,29,81,42,1,9,24,0,7,11,56,13,18,66,19,92,73,88,69,100,68,101,74,132,189,125,118,160,100,89,31,165,95,120,121,244,22,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
Otu16193,0,0,102,46,12,13,33,35,55,12,5,8,34,19,5,10,9,0,19,24,0,32,65,16,0,6,12,14,1,4,0,1,0,0,0,0,0,0,17,12,7,11,10,11,5,23,23,27,22,9,22,3,23,28,47,65,69,28,11,57,56,64,42,31,30,52,13,19,32,10,32,36,78,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu664,0,0,96,64,127,139,66,79,67,72,34,41,61,48,0,20,20,0,11,9,1,1,9,6,11,19,2,12,0,0,0,1,0,0,3,4,0,0,168,117,79,104,170,50,105,124,74,81,42,59,57,54,74,81,10,26,9,85,59,36,56,99,39,29,32,48,52,54,24,40,16,138,204,11,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__
Otu13,0,0,357,753,47,282,588,575,48,99,131,95,30,40,284,152,362,844,334,241,2378,614,778,2166,497,330,596,92,2896,146,1656,414,86,1431,901,555,492,394,42,81,17,46,25,88,18,12,64,10,9,13,8,3,7,7,9,10,15,6,13,17,31,14,25,17,5,1,9,47,3,16,7,21,26,21,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__
Otu2233,0,0,535,482,200,209,246,349,364,361,246,381,278,217,34,222,260,15,249,248,2,60,278,57,62,83,74,170,7,50,53,26,0,3,104,82,0,11,423,410,201,183,137,250,154,342,153,311,203,216,348,20,490,383,463,365,330,312,226,366,521,398,517,486,301,228,228,392,185,287,245,804,945,337,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__
Otu490,0,0,58,42,5,24,6,47,14,18,34,32,16,25,1,29,48,0,66,57,0,21,71,2,20,10,48,29,0,2,1,4,0,0,9,12,0,0,102,128,63,47,5,64,22,20,39,69,35,54,85,1,127,138,176,171,125,58,41,113,189,70,185,209,132,42,50,83,68,89,73,194,226,92,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__MND1; f__; g__; s__
Otu712,0,0,38,38,2,24,11,11,14,23,12,7,9,10,0,2,4,0,6,6,0,0,13,0,0,9,0,5,0,0,0,1,0,0,1,0,0,0,16,18,14,8,0,7,7,1,9,10,1,5,6,0,4,15,5,6,4,13,17,10,12,10,6,2,12,9,1,9,1,13,7,8,22,3,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__B97; f__; g__; s__
Otu1042,0,0,43,43,43,4,46,32,24,18,4,6,15,6,1,3,9,0,13,24,0,0,11,6,14,0,4,6,0,3,0,0,0,0,4,14,0,0,13,27,4,9,67,13,11,4,39,13,9,5,12,26,17,7,4,15,2,6,6,7,11,11,7,8,3,14,3,10,7,11,5,54,26,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__; s__
Otu26,0,0,22,320,95,205,136,156,183,217,155,402,13,252,34,394,392,29,229,277,7,184,453,95,490,250,180,256,107,59,9,63,0,22,968,155,17,0,196,213,130,96,223,250,187,417,3,234,41,265,123,2,155,115,112,193,72,41,22,118,322,197,247,234,34,26,74,315,25,120,82,278,257,91,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__
Otu471,0,0,60,34,11,9,20,41,23,18,5,9,14,10,7,31,16,6,26,5,0,12,11,2,7,15,10,20,0,6,0,3,0,0,1,2,0,0,36,20,17,17,8,22,16,18,9,15,21,15,11,4,16,14,15,20,21,27,109,23,12,17,28,40,23,30,23,37,20,28,14,54,59,9,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__WD2101; f__; g__; s__
Otu245,0,0,204,159,24,10,52,87,199,75,43,76,189,71,3,29,19,0,4,12,3,7,38,0,0,4,6,34,0,3,0,0,0,0,1,0,0,0,151,72,15,77,35,20,29,42,80,67,45,75,62,29,141,96,84,81,92,117,71,92,143,166,218,134,210,355,147,11,197,94,86,103,150,40,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__
